web-scraper-order,web-scraper-start-url,Page,Element,Element-href,name,location,length,elevation,route,description,difficulty,rating,participants,tags
"1700580345-926","https://www.alltrails.com/switzerland/bern","","Underi Trift - Trift Bridge - Trift Lake","https://www.alltrails.com/trail/switzerland/bern/underi-trift-triftbrucke-triftsee","Underi Trift - Trift Bridge - Trift Lake","Gadmen, Bern, Switzerland","6.4 km","628 m","Loop","This unforgettable hike begins at the mountain station of the Triftbahn. The path leads through a fantastic mountain and glacier landscape to the Trift Bridge. This was built after the model of the Nepalese suspension bridges. This bridge crosses the Trift Gorge and the Triftwasser River and offers spectacular views of Lake Triftsee. Then it goes on to the Windegghütte Hut (1887m) and over a steep path back to the starting point.

Good shoes and sure-footedness are required for this route.

The ride on the Triftbahn must be reserved in advance. All further information, prices, and opening hours can be found here:
https://www.grimselwelt.ch/bahnen/triftbahn/","Hard","4.6","(77)","HikingBird watchingLakeRiverViewsWaterfallWildflowersWildlifeRockySnowNo shadeFee"
"1700580352-927","https://www.alltrails.com/switzerland/bern","","Kleine Scheidegg Loop","https://www.alltrails.com/trail/switzerland/bern/kleine-scheidegg-rundgang","Kleine Scheidegg Loop","Wengen, Bern, Switzerland","11.7 km","686 m","Loop","This unique route begins on the Kleine Scheidegg (2061m), where there is a train station. The path leads past the sparkling Fallbodensee lake and on the Eiger Trail directly below the Eiger to Alpiglen (1614m), where there is a playground and the Berghaus Alpiglen. Visitors can expect beautiful Alpine nature and unforgettable views of the glacier landscape and the Lauterbrunnen Valley.","Moderate","4.5","(54)","Dogs on leashHikingBird watchingRunningForestLakeRiverViewsWaterfallWildflowersWildlifeRockySnowNo shade"
"1700580361-928","https://www.alltrails.com/switzerland/bern","","Gimmelwald - Chilchbalm","https://www.alltrails.com/trail/switzerland/bern/gimmelwald-chilchbalm","Gimmelwald - Chilchbalm","Gimmelwald, Bern, Switzerland","9.8 km","455 m","Out & back","The path begins in Gimmelwald, a small mountain village that can be reached with the Schilthornbahn from Stechelberg. The short drive offers beautiful views of the Lauterbrunnen Valley, surrounded by 72 waterfalls and impressive rock faces. Furthermore, visitors will get a unique view of the Eiger, Mönch, and Jungfrau. The route leads into the Sefinental, at the end of which is the Chilchbalm. This is a glacial basin and is framed by rugged mountains.

Further information, prices, and opening hours of the Schilthornbahn can be found here:
https://schilthorn.ch/","Moderate","4.5","(74)","Kid friendlyHikingMountain bikingBird watchingRunningDog friendlyForestRiverViewsWaterfallWildflowersWildlifeRockySnowFee"
"1700580368-929","https://www.alltrails.com/switzerland/bern","","Grosse Scheidegg - First","https://www.alltrails.com/trail/switzerland/bern/grosse-scheidegg-first","Grosse Scheidegg - First","Grindelwald, Bern, Switzerland","11.3 km","396 m","Out & back","This excellent hike starts at the Große Scheidegg (1962m). A beautiful mountain pass that connects Grindelwald in the valley of the Black Lütschine with Meiringen in the Haslital. A leisurely path leads gently up and down to the First. The trail is lined with diverse alpine flora and offers a magnificent panoramic view of the ice-covered Bernese Alps.

It is then possible to return to Grindelwald with the Firstbahn. All information, prices, and opening hours can be found here:
https://www.jungfrau.ch/de-ch/grindelwaldfirst/

The starting point can be reached by bus from Grindelwald. All bus timetables can be found here:
https://www.grindelwaldbus.ch/en/hiking-and-exursions/grosse-scheidegg","Moderate","4.6","(67)","HikingBird watchingRunningDog friendlyRiverViewsWildflowersWildlifeSnowNo shade"
"1700580376-930","https://www.alltrails.com/switzerland/bern","","Aare Gorge","https://www.alltrails.com/trail/switzerland/bern/aareschlucht","Aare Gorge","Schattenhalb, Bern, Switzerland","1.8 km","177 m","Point to point","This path starts at the official car park of the Aare Gorge at the west entrance and follows marked trails along footbridges through the gorge to the Ryschi Bridge. From there, it goes back the same way, and visitors can enjoy the beautiful views from a different perspective. It is also possible to return to the starting point by train.

All information about the Aare Gorge is available here: https://aareschlucht.ch/","Moderate","4.6","(68)","Dogs on leashKid friendlyHikingBeachForestRiverViewsWaterfallWildflowersWildlifeRockyHistoric site"
"1700580386-931","https://www.alltrails.com/switzerland/bern","","Wengen - Eiger Glacier","https://www.alltrails.com/trail/switzerland/bern/wengen-eigergletscher","Wengen - Eiger Glacier","Wengen, Bern, Switzerland","10.6 km","1,158 m","Point to point","The Eiger Glacier is located on the western side of the Eiger in the canton of Bern and sits at an altitude of 3700 meters. The route starts from the cult city of Wengen, where the famous downhill run of the Alpine Ski World Cup occurs every year. A great region in the canton of Bern with beautiful mountains and a unique panorama up to the glacier.

It is possible to return to Wengen on foot or by train. Further information, prices, and timetables are available here:
https://www.jungfrau.ch/en-gb/arrival-at-station-car-parks/eiger-glacier-railway-station/","Hard","4.8","(78)","HikingBird watchingRunningForestRiverViewsWildflowersWildlifeRockySnow"
"1700580392-932","https://www.alltrails.com/switzerland/bern","","Oeschinenbahn - Heuberg","https://www.alltrails.com/trail/switzerland/bern/oeschinenbahn-heuberg","Oeschinenbahn - Heuberg","Kandersteg, Bern, Switzerland","4.8 km","307 m","Out & back","The trail starts at the mountain station of the Oeschinnen Bahn. It's a nice hike for the whole family with a beautiful panorama.

You wonder through the forest and then come through the Feisterwald to the Heuberg with a view of the Oeschinensee. A really great area.

This trail can be a bit muddy after a few bad weather days.

It is recommended to check the website beforehand, as fees may apply or opening hours must be observed: https://www.oeschinensee.ch/gondelbahn-sommer/","Moderate","4.9","(36)","HikingBird watchingDog friendlyForestLakeViewsWildflowersWildlifeNo shadeFee"
"1700580398-933","https://www.alltrails.com/switzerland/bern","","Mürren - Schiltalp via Northface Trail","https://www.alltrails.com/trail/switzerland/bern/murren-shiltalp-via-northface-trail","Mürren - Schiltalp via Northface Trail","Mürren, Bern, Switzerland","6.1 km","306 m","Loop","","Moderate","4.6","(55)","HikingRunningForestPartially pavedRiverViewsWildflowersWildlife"
"1700580405-934","https://www.alltrails.com/switzerland/bern","","Kandersteg - Oeschinensee - Hohtürli - Griesalp","https://www.alltrails.com/trail/switzerland/bern/kandersteg-oeschinensee-hohturli-griesalp","Kandersteg - Oeschinensee - Hohtürli - Griesalp","Kandersteg, Bern, Switzerland","15.6 km","1,642 m","Point to point","The Hohtürli Pass (2778m) leads from Kandersteg by the Oeschinensee to the Blüemlisalp Hut (2840m) and then down to the Griesalp (1408m).

Sturdy shoes are necessary as there can be snow in summer. Warm clothing should be brought as it can get cold at high altitudes.

All useful information about Lake Oeschinen can be found here:
https://www.oeschinensee.ch/","Hard","4.7","(66)","BackpackingHikingBird watchingDog friendlyForestLakeRiverViewsWaterfallWildflowersWildlifeRockyNo shadeHistoric site"
"1700580413-935","https://www.alltrails.com/switzerland/bern","","Iseltwald - Grandhotel Giessbach","https://www.alltrails.com/trail/switzerland/bern/iseltwald-grandhotel-giessbach","Iseltwald - Grandhotel Giessbach","Iseltwald, Bern, Switzerland","11.6 km","422 m","Loop","This great route leads to the historic Grandhotel Giessbach, located on the shore of Lake Brienz in the canton of Bern. An elegant hotel steeped in history, situated in a place of strength and tranquillity.

The path begins in Iseltwald and leads directly along the lake shore through an idyllic forest to the roaring Giessbach Falls. These fall over a total of 14 cascades into the beautiful Lake Brienz.","Moderate","4.7","(83)","Dogs on leashHikingBird watchingRunningBeachForestLakePartially pavedRiverViewsWaterfallWildflowersWildlifeHistoric site"
"1700580419-936","https://www.alltrails.com/switzerland/bern","","Grindelwald - Bort","https://www.alltrails.com/trail/switzerland/bern/grindelwald-bort","Grindelwald - Bort","Grindelwald, Bern, Switzerland","7.1 km","486 m","Out & back","This hike is classified as difficult and you can alternatively hike back or take the Firstbahn cable car down. The starting point is the valley station of the Firstbahn in Grindelwald and from there it goes uphill on the Bodmiweg. Then continue on the Hubelweg, which runs right under the cable car. Then turn right past the lake and then on path no. 20 (Bort-Chapf) to the middle station of the Firstbahn.","Hard","4.6","(78)","BackpackingHikingDog friendlyForestLakeRiverViewsWildflowersWildlifeSnowNo shade"
"1700580426-937","https://www.alltrails.com/switzerland/bern","","First - Grindelwald","https://www.alltrails.com/trail/switzerland/bern/first-grindelwald","First - Grindelwald","Grindelwald, Bern, Switzerland","7.7 km","0 m","Point to point","This trail starts at the Berghaus First station and ends in the village of Grindelwald. Hikers can take the gondola to the starting point in First. It is a beautiful hike downhill with magnificent views of the mountains and opportunities for hikers to fill their water bottles at public fountains. Although the trail is mostly paved, it is important to wear good hiking shoes.

More information about the gondola & prices can be found on the following website: https://www.jungfrau.ch/en-gb/grindelwaldfirst/firstbahn-ticket/","Moderate","4.5","(89)","Kid friendlyHikingRunningForestPartially pavedRiverViewsWildflowersWildlifeNo shade"
"1700580434-938","https://www.alltrails.com/switzerland/bern","","Harder Kulm - Habkern via Augustmatthorn","https://www.alltrails.com/trail/switzerland/bern/harder-kulm-habkern-via-augustmatthorn","Harder Kulm - Habkern via Augustmatthorn","Thunerlake Hohgant Nature Park","16.7 km","915 m","Point to point","The path starts at the Harder Kulm mountain station. It is the local mountain of Interlaken and quite popular. Along the trail there are some beautiful and well-known vantage points of the western Harder followed by a moderate ascent with a breathtaking view over the peaks of Wannichnubel, Höhi Egg, Roteflue and finally the Augustmatthorn at 2137m. From Augustmatterhon the trail then goes past Lombachalp and then to the destination of this tour, Habkern.

Since fees apply or the opening times have to be taken into account, it is good to visit the website: https://www.interlaken.ch/shop/toi_en/tickets/bergbahn/angebote/harder-kulm","Hard","4.8","(78)","Dogs on leashHikingBike touringRunningForestLakeRiverViewsWildflowersWildlifeFee"
"1700580441-939","https://www.alltrails.com/switzerland/bern","","Giessbach Falls - Lake Giessbachsee","https://www.alltrails.com/trail/switzerland/bern/giessbachfalle-giessbachsee","Giessbach Falls - Lake Giessbachsee","Brienz, Bern, Switzerland","3.7 km","310 m","Loop","A pure pleasure in a wonderful hike around the world-famous Giessbach Falls, a series of 14 waterfalls in a 500 meter stretch. The Giessbach river starts in the high valleys and basins of the Faulhorn-Sägistal area, feeds the Giessbach Falls and ends in Lake Brienz. Historic Grand Hotel Giessbach nearby was built in 1873 and can be reached from lake Giessbachsee with the Giessbachbahn, the oldest funicular in Europe built in 1879.The trail leads to the waterfalls going by lake Giessbachsee but can be shortened with various detours.","Moderate","4.6","(89)","Dogs on leashKid friendlyHikingBird watchingRunningForestLakeRiverViewsWaterfallWildflowersWildlifeHistoric site"
"1700580449-940","https://www.alltrails.com/switzerland/bern","","Eiger Trail: Alpiglen - Kleine Scheidegg","https://www.alltrails.com/trail/switzerland/bern/eiger-trail-alpiglen-kleine-scheidegg","Eiger Trail: Alpiglen - Kleine Scheidegg","Grindelwald, Bern, Switzerland","12.9 km","780 m","Loop","The trail starts and ends at Alpiglen above Grindelwald in the Swiss canton of Bern. This station of the Jungfrau Railway is located directly below the majestic Eiger. This peak is a prominent mountain in the Bernese Alps, at 3967 meters. The trail leads along the Eiger Trail to the Eiger Glacier (2319m) and the Kleine Scheidegg Pass (2061m). Through idyllic mountain meadows, it goes back to the starting point.

There are several places to stop for refreshments on the Eiger Glacier and the Kleine Scheidegg.

Further information, prices, and opening hours of the Jungfrau Railway can be found here:
https://www.jungfrau.ch/","Hard","4.8","(76)","HikingBird watchingRunningForestLakeRiverViewsWaterfallWildflowersWildlifeRockySnowNo shadeFee"
